./self_assignement 1000000000 > /dev/null,29,30.5357,9.4961,54.0630,513.3871,223.4177
./self_assignement 1000000000 > /dev/null,30,30.5357,9.4959,52.7877,501.2664,211.3029
./self_assignement 1000000000 > /dev/null,31,30.5357,9.4947,53.9836,512.5596,222.6317
./self_assignement 1000000000 > /dev/null,32,30.5357,9.5611,52.9208,505.9803,214.0262
./self_assignement 1000000000 > /dev/null,33,30.5357,9.4910,53.6569,509.2570,219.4434
./self_assignement 1000000000 > /dev/null,34,30.5357,9.4860,52.9838,502.6045,212.9434
./self_assignement 1000000000 > /dev/null,35,30.5357,9.5016,53.8438,511.6006,221.4639
./self_assignement 1000000000 > /dev/null,36,30.5357,9.4896,52.9388,502.3683,212.5973
./self_assignement 1000000000 > /dev/null,37,30.5357,9.4910,53.8069,510.6833,220.8685
./self_assignement 1000000000 > /dev/null,38,30.5357,9.4873,53.4403,507.0050,217.3037
./self_assignement 1000000000 > /dev/null,39,30.5357,9.4858,54.0393,512.6069,222.9511
./self_assignement 1000000000 > /dev/null,40,30.5357,9.4914,52.7625,500.7919,210.9644
./self_assignement 1000000000 > /dev/null,41,30.5357,9.4869,53.9166,511.4993,221.8118
./self_assignement 1000000000 > /dev/null,42,30.5357,9.4902,52.5461,498.6708,208.8828
./self_assignement 1000000000 > /dev/null,43,30.5357,9.4943,53.6747,509.6032,219.6888
./self_assignement 1000000000 > /dev/null,44,30.5357,9.5687,54.7821,524.1938,232.0072
